date,nation,visitor,growth,share,age0-20,age21-30,age31-40,age41-50,age51-60,age61,male,female,crewman,tourism,business,official affairs,studying,others
2020-1,Uzbekistan,6135,6.621480709,0.482043014,171,1733,2050,1058,413,226,4095,1556,484,2025,474,7,625,3004
2020-1,Myanmar,5654,6.901115523,0.444249584,20,1158,1264,397,121,15,2675,300,2679,1273,9,47,98,4227
2020-1,*GCC,2158,21.50900901,0.16955971,426,583,534,299,176,98,1154,962,42,1812,51,5,111,179
2020-1,Kazakhstan,4325,21.01287073,0.339826575,451,1208,986,699,418,282,1875,2169,281,2815,21,5,130,1354
2020-1,Turkey,2208,23.69747899,0.173488341,68,303,334,248,98,33,786,298,1124,952,20,8,33,1195
2020-1,Cambodia,4257,57.95918367,0.334483636,411,1485,1360,389,251,195,2487,1604,166,2302,35,151,53,1716
2020-1,Sri Lanka,1377,6.993006993,0.108194496,11,398,566,158,12,7,1076,76,225,119,26,2,27,1203
2020-1,Bangladesh,1299,4.170008019,0.102065831,63,344,488,148,34,13,966,124,209,189,110,19,95,886
2020-1,Pakistan,1014,-1.744186047,0.079672635,54,298,374,141,80,21,842,126,46,229,166,23,181,415
2020-1,Israel,803,-0.248447205,0.063093813,59,109,154,194,111,160,564,223,16,723,13,2,5,60
2020-1,Iran,176,-4.347826087,0.013828781,6,22,69,35,18,6,106,50,20,57,44,1,20,54
2020-1,Asia others,4808,5.577514273,0.377777149,219,1702,1552,562,230,101,3237,1129,442,1566,352,80,290,2520
2020-1,USA,67255,7.201491943,5.28440145,6319,11594,12089,9910,11312,9657,33394,27487,6374,43866,495,3712,286,18896
2020-1,Canada,13809,10.82664526,1.085009287,1175,2289,2745,2010,2280,1879,6308,6070,1431,8793,52,33,41,4890
2020-1,Brazil,1801,12.21183801,0.141509286,210,453,396,245,121,67,776,716,309,1310,15,13,35,428
2020-1,Mexico,2113,14.03130059,0.166023943,142,512,449,241,175,92,905,706,502,1478,7,15,65,548
2020-1,America others,2514,10.94439541,0.197531563,215,706,681,302,199,95,1062,1136,316,1890,11,45,116,452
2020-1,Russia,28891,14.67412876,2.270041518,3211,4978,6418,4629,3010,1725,11816,12155,4920,20746,192,42,139,7772
2020-1,UK,9117,-10.15963737,0.716346562,710,1865,1906,1469,1467,1028,5166,3279,672,6811,186,22,72,2026
2020-1,Germany,6617,-3.401459854,0.519915016,425,1162,1301,1071,1189,508,3985,1671,961,4648,239,34,205,1491
2020-1,France,5982,7.319698601,0.470021403,472,1703,1160,974,722,314,3284,2061,637,3951,303,53,392,1283
2020-1,Italy,2880,5.455876968,0.226289141,138,412,615,615,431,184,1681,714,485,2006,138,26,55,655
2020-1,Netherland,2556,12.64874394,0.200831613,123,441,367,339,346,183,1269,530,757,1560,30,9,69,888
2020-1,Ukraine,1955,-13.57206012,0.153609469,30,260,253,135,78,36,573,219,1163,493,78,8,33,1343
2020-1,Spain,1560,14.03508772,0.122573285,100,357,395,335,138,78,899,504,157,1121,42,26,65,306
2020-1,Romania,856,-1.834862385,0.067258161,10,84,152,88,73,21,313,115,428,372,17,7,10,450
2020-1,Norway,543,-32.20973783,0.042664932,23,115,116,84,119,69,379,147,17,437,29,6,23,48
2020-1,Sweden,847,-13.74745418,0.066551008,62,182,199,155,136,83,536,281,30,696,33,5,12,101
2020-1,Poland,1558,17.67371601,0.122416139,45,183,275,199,84,41,579,248,731,734,18,4,23,779
2020-1,Swiss,762,2.008032129,0.059872335,48,216,136,107,134,83,467,257,38,614,25,4,20,99
2020-1,Portugal,720,27.65957447,0.056572285,70,168,129,141,79,64,302,349,69,614,5,0,10,91
2020-1,Austria,690,-11.08247423,0.054215107,29,117,149,96,104,59,403,151,136,457,13,3,15,202
2020-1,Finland,885,3.02677532,0.069536767,35,123,89,120,102,41,339,171,375,465,11,1,20,388
2020-1,Belgium,722,1.833568406,0.05672943,52,168,123,102,103,52,429,171,122,471,27,3,23,198
2020-1,Croatia,467,-4.887983707,0.036693413,22,37,60,67,46,20,213,39,215,223,6,3,2,233
2020-1,Greece,623,-19.61290323,0.048950741,11,60,130,124,71,56,405,47,171,379,37,8,0,199
2020-1,Bulgaria,351,-18.56148492,0.027578989,4,47,25,39,31,17,111,52,188,132,4,2,13,200
2020-1,Denmark,665,-11.45139814,0.052250791,39,132,109,131,122,53,430,156,79,484,19,18,15,129
2020-1,Ireland,715,20.16806723,0.056179422,20,176,203,119,86,42,433,213,69,471,10,3,6,225
2020-1,Europe others,3219,8.566610455,0.252925259,198,548,578,405,290,158,1272,905,1042,1925,19,14,82,1179
2020-1,Austrailia,14039,-1.722086104,1.10308099,2707,3496,2006,2318,1943,1118,6937,6651,451,12320,86,19,26,1588
2020-1,New Zealand,3553,30.3853211,0.279168513,572,698,611,524,470,288,1642,1521,390,2638,10,15,7,883
2020-1,Oceania others,163,-73.45276873,0.012807337,6,30,30,16,18,3,60,43,60,88,0,4,1,70
2020-1,South Africa,1272,27.2,0.099944371,41,467,386,108,75,53,505,625,142,509,10,3,7,743
2020-1,Africa others,2926,8.773234201,0.229903481,97,535,721,413,182,58,1496,510,920,944,492,68,209,1213
2020-1,Stateless,61,12.96296296,0.00479293,2,5,12,10,10,6,35,10,16,43,0,0,1,17
2020-1,Overseas Korean,8792,-43.37240757,0.690810461,162,598,885,1640,2740,2767,3680,5112,0,0,0,0,0,8792
2020-2,China,104086,-77.04216561,15.19033525,2582,33029,27649,17366,13778,6325,52686,48043,3357,49520,715,11,20753,33087
2020-2,Japan,211199,-0.938555347,30.8224316,15024,85449,29946,29557,30572,18573,67646,141475,2078,205007,1162,64,1536,3430
2020-2,Taiwan,53042,-43.90592117,7.740961921,9839,13044,10732,11187,5148,2631,18859,33722,461,51881,52,11,393,705
2020-2,Hong Kong,20966,-59.14016215,3.059782958,1476,6086,4676,3231,3171,2118,7812,12946,208,20369,24,2,284,287
2020-2,Macao,503,-87.31719617,0.073407938,44,210,125,52,36,34,184,317,2,476,0,0,22,5
2020-2,Phillipines,20332,-30.59329556,2.967256849,771,3503,4664,2892,1646,833,8351,5958,6023,12730,69,89,177,7267
2020-2,Indonesia,15800,-12.77946453,2.305855706,1166,2855,4526,3021,1426,633,5554,8073,2173,12155,47,80,374,3144
2020-2,Thailand,31777,-18.97756247,4.637542833,1460,7254,8932,4922,2811,1798,10436,16741,4600,25382,32,200,185,5978
2020-2,Vietnam,30313,-28.13589057,4.42388633,991,13249,7540,2257,1786,664,15353,11134,3826,9197,626,49,9647,10794
2020-2,India,5839,-29.72680226,0.85214503,124,1085,1628,812,307,113,3483,586,1770,2061,972,19,284,2503
2020-2,Malaysia,18541,-32.53893174,2.705877889,1969,5567,3909,2078,1846,926,6671,9624,2246,15459,68,8,430,2576
2020-2,Singapore,5909,-39.65482026,0.862360846,260,1349,1419,853,639,326,2297,2549,1063,4592,49,3,132,1133
2020-2,Mongolia,6399,-30.26373147,0.933871561,690,975,2011,1467,817,405,3098,3267,34,5210,42,264,427,456
2020-2,Uzbekistan,6888,-3.65086026,1.005236336,190,2149,2162,1194,452,264,4845,1566,477,2074,700,0,1141,2973
2020-2,Myanmar,4319,-19.52673747,0.630315873,33,1156,1230,377,133,31,2688,272,1359,1271,7,19,186,2836
2020-2,*GCC,789,-46.61705007,0.115146845,67,190,244,144,67,41,539,214,36,610,35,3,78,63
2020-2,Kazakhstan,3204,-15.10333863,0.467592512,225,954,751,482,291,202,1437,1468,299,1773,13,2,171,1245
2020-2,Turkey,1784,1.076487252,0.260357378,13,223,198,160,69,17,478,202,1104,520,11,8,98,1147
2020-2,Cambodia,2568,-30.87483176,0.374774522,89,1114,914,212,95,64,1714,774,80,754,22,104,124,1564
2020-2,Sri Lanka,1088,-28.23218997,0.158782975,8,307,492,131,20,9,912,55,121,146,26,0,37,879
2020-2,Bangladesh,996,-39.85507246,0.145356474,34,340,427,116,29,8,851,103,42,115,85,25,149,622
2020-2,Pakistan,1037,-27.93606671,0.151340023,52,291,399,146,76,22,873,113,51,221,150,22,236,408
2020-2,Israel,352,-53.74507227,0.051370963,5,68,63,59,54,103,250,102,0,329,4,1,8,10
2020-2,Iran,160,-51.36778116,0.023350438,4,50,57,25,11,2,79,70,11,35,25,1,56,43
2020-2,Asia others,4558,-11.49514563,0.665195589,183,1529,1546,525,229,118,3175,955,428,1409,446,63,316,2324
2020-2,USA,42439,-26.48964179,6.193557614,2775,7354,7713,5894,6807,6360,20570,16333,5536,26407,219,2200,848,12765
2020-2,Canada,9046,-33.24477898,1.320175362,515,1673,1781,1171,1426,1240,4119,3687,1240,5834,16,22,109,3065
2020-2,Brazil,1188,-12.25997046,0.173376999,57,370,222,143,67,54,461,452,275,769,6,3,71,339
2020-2,Mexico,1543,7.526132404,0.225185782,57,381,277,127,122,76,533,507,503,878,1,4,135,525
2020-2,America others,2601,12.694974,0.37959055,159,800,559,275,247,186,1123,1103,375,1893,4,24,217,463
2020-2,Russia,22157,10.77946103,3.233597777,1428,4588,5040,3314,2336,1303,9417,8592,4148,15487,155,10,288,6217
2020-2,UK,5566,-29.32960894,0.812303346,161,1288,1105,753,797,855,3207,1752,607,3936,68,15,123,1424
2020-2,Germany,5599,-18.45324789,0.817119373,226,1416,982,746,843,388,3085,1516,998,3725,133,19,491,1231
2020-2,France,5120,-12.17838765,0.747214001,302,1951,846,638,595,278,2654,1956,510,3355,123,27,907,708
2020-2,Italy,1718,-27.93624161,0.250725323,27,309,273,254,243,116,871,351,496,1045,38,4,77,554
2020-2,Netherland,2067,-12.30377599,0.301658465,64,413,228,212,252,154,919,404,744,1076,16,2,158,815
2020-2,Ukraine,1618,-22.21153846,0.2361313,41,251,306,200,110,52,768,192,658,653,80,3,52,830
2020-2,Spain,1068,-22.21412964,0.155864171,23,327,235,180,104,65,575,359,134,750,4,8,111,195
2020-2,Romania,471,-38.91050584,0.06873785,1,52,104,52,44,6,191,68,212,228,5,1,18,219
2020-2,Norway,441,-23.57019064,0.064359643,27,146,72,52,78,52,278,149,14,354,10,0,54,23
2020-2,Sweden,650,-29.88133765,0.094861152,31,225,107,102,101,52,372,246,32,491,14,2,83,60
2020-2,Poland,1206,-4.739336493,0.176003923,33,202,178,125,80,35,406,247,553,559,12,0,52,583
2020-2,Swiss,566,-35.4618016,0.082602173,17,207,82,79,78,58,343,178,45,432,11,2,62,59
2020-2,Portugal,299,-55.37313433,0.04363613,9,77,65,40,32,19,132,110,57,206,3,0,18,72
2020-2,Austria,668,-10.45576408,0.097488077,11,192,118,93,74,76,377,187,104,497,4,2,39,126
2020-2,Finland,780,-16.39871383,0.113833383,25,190,72,75,72,36,265,205,310,354,6,0,97,323
2020-2,Belgium,547,-16.36085627,0.079829308,22,131,86,71,82,39,301,130,116,343,8,3,35,158
2020-2,Croatia,286,-36.01789709,0.041738907,4,37,58,47,25,16,158,29,99,162,4,0,9,111
2020-2,Greece,663,9.225700165,0.096758376,2,86,165,109,73,52,432,55,176,463,14,0,4,182
2020-2,Bulgaria,218,-33.12883436,0.031814971,1,20,40,40,27,12,121,19,78,126,0,2,6,84
2020-2,Denmark,640,-7.780979827,0.09340175,45,215,71,102,113,56,391,211,38,500,7,5,54,74
2020-2,Ireland,465,-24.14355628,0.067862209,6,113,126,75,43,29,268,124,73,265,7,0,12,181
2020-2,Europe others,2432,-9.050112191,0.35492665,106,497,440,279,180,144,952,694,786,1372,26,12,161,861
2020-2,Austrailia,6857,-17.69295403,1.000712188,469,2280,1253,997,878,598,3622,2853,382,5689,44,15,82,1027
2020-2,New Zealand,1912,2.630166398,0.279037728,110,453,349,235,273,175,932,663,317,1288,5,4,5,610
2020-2,Oceania others,123,-71.26168224,0.017950649,4,21,28,15,14,14,64,32,27,76,4,3,5,35
2020-2,South Africa,1004,-15.70109152,0.146523995,13,403,282,85,59,45,374,513,117,328,7,1,6,662
2020-2,Africa others,3156,-9.20598389,0.46058738,49,595,665,494,342,166,1796,515,845,1113,519,58,431,1035
2020-2,Stateless,40,2.564102564,0.005837609,0,4,11,3,6,10,25,9,6,26,2,0,1,11
2020-2,Overseas Korean,7609,-47.37533716,1.110459245,151,678,781,1330,2328,2341,3296,4313,0,0,0,0,0,7609
2020-3,China,16595,-96.5967561,19.87496557,440,7903,3713,1909,1399,670,7734,8300,561,5040,115,2,7388,4050
2020-3,Japan,8347,-97.77483945,9.996766351,578,3843,1169,1035,949,448,3079,4943,325,6478,282,16,868,703
2020-3,Taiwan,585,-99.40615166,0.700623975,14,232,128,60,31,12,152,325,108,274,6,1,125,179
2020-3,Hong Kong,262,-99.43127551,0.313783729,10,111,65,37,19,3,86,159,17,173,4,0,51,34
2020-3,Macao,16,-99.47523778,0.019162365,2,9,3,1,1,0,5,11,0,11,1,0,4,0
2020-3,Phillipines,4539,-88.27162089,5.436123454,58,671,1028,583,280,77,2325,372,1842,2048,13,33,67,2378
2020-3,Indonesia,3760,-85.32740186,4.503155802,63,1069,770,362,102,21,1924,463,1373,1030,6,7,373,2344
2020-3,Thailand,2371,-95.53483992,2.83962298,76,714,650,203,51,21,656,1059,656,1059,21,11,124,1156
2020-3,Vietnam,4048,-91.38558447,4.848078374,426,2130,703,291,307,78,2098,1837,113,941,15,5,2200,887
2020-3,India,1587,-85.09299267,1.90066709,23,297,370,184,57,12,842,101,644,555,42,5,92,893
2020-3,Malaysia,890,-97.81803918,1.06590656,17,244,115,36,34,11,237,220,433,289,4,1,102,494
2020-3,Singapore,219,-99.00927392,0.262284873,15,74,47,35,23,9,95,108,16,159,5,6,13,36
2020-3,Mongolia,674,-92.27418615,0.807214631,99,315,154,65,26,12,236,435,3,191,5,9,357,112
2020-3,Uzbekistan,782,-90.69601428,0.936560595,43,295,239,123,43,21,574,190,18,89,19,0,260,414
2020-3,Myanmar,2519,-64.12191995,3.016874858,4,733,749,248,56,2,1701,91,727,741,0,0,109,1669
2020-3,*GCC,77,-97.45117511,0.092218882,0,19,22,8,2,1,38,14,25,26,5,1,19,26
2020-3,Kazakhstan,567,-88.46388606,0.679066314,37,186,114,83,30,19,213,256,98,144,4,1,95,323
2020-3,Turkey,242,-90.44233807,0.289830772,7,63,43,21,14,5,114,39,89,114,2,0,21,105
2020-3,Cambodia,1183,-52.69892043,1.416817371,6,795,333,28,12,9,886,297,0,45,10,6,35,1087
2020-3,Sri Lanka,441,-70.48192771,0.528162689,0,145,224,44,2,3,402,16,23,20,1,0,19,401
2020-3,Bangladesh,566,-66.78403756,0.677868666,11,274,209,26,9,3,494,38,34,77,8,1,133,347
2020-3,Pakistan,474,-63.02652106,0.567685067,24,157,169,59,24,10,389,54,31,70,44,5,138,217
2020-3,Israel,68,-95.78425294,0.081440052,0,58,3,1,2,4,36,32,0,61,2,0,3,2
2020-3,Iran,34,-91.09947644,0.040720026,1,12,12,2,3,1,13,18,3,9,1,1,12,11
2020-3,Asia others,1561,-76.7673761,1.869528247,80,817,449,96,32,10,1197,287,77,75,79,14,500,893
2020-3,USA,10570,-87.45772768,12.65913745,874,1559,1529,1085,1271,1220,4178,3360,3032,3995,47,598,79,5851
2020-3,Canada,2405,-87.11837172,2.880343006,169,438,398,249,325,260,947,892,566,1022,3,9,21,1350
2020-3,Brazil,291,-82.60609683,0.348515516,11,77,43,17,9,4,65,96,130,107,3,4,18,159
2020-3,Mexico,388,-82.37164925,0.464687354,6,76,50,25,20,10,96,91,201,150,1,2,26,209
2020-3,America others,456,-85.78553616,0.546127406,20,130,111,37,16,17,169,162,125,239,3,8,46,160
2020-3,Russia,5300,-81.06601886,6.347533444,267,682,869,536,376,192,1576,1346,2378,2189,42,4,115,2950
2020-3,UK,1173,-90.84523531,1.404840892,48,296,170,105,96,135,514,336,323,550,26,9,44,544
2020-3,Germany,1195,-89.27481601,1.431189145,72,394,191,93,97,56,494,409,292,611,41,8,121,414
2020-3,France,1217,-83.70598474,1.457537397,153,461,199,98,59,42,537,475,205,528,62,19,184,424
2020-3,Italy,248,-93.0784259,0.297016659,15,46,21,24,18,13,76,61,111,73,13,2,18,142
2020-3,Netherland,597,-79.39958592,0.714995748,15,97,40,32,26,18,149,79,369,156,5,0,29,407
2020-3,Ukraine,630,-73.39527027,0.754518126,11,126,100,65,37,14,281,72,277,214,30,2,7,377
2020-3,Spain,255,-87.29446936,0.305400194,7,105,42,21,8,9,101,91,63,127,6,5,26,91
2020-3,Romania,173,-83.42911877,0.207193073,2,26,41,18,12,4,84,19,70,86,3,2,6,76
2020-3,Norway,97,-88.69463869,0.116171839,7,39,17,5,10,8,41,45,11,53,4,1,19,20
2020-3,Sweden,188,-87.10562414,0.22515779,10,99,33,10,20,5,89,88,11,115,4,1,38,30
2020-3,Poland,322,-83.57142857,0.385642598,3,60,58,25,21,4,132,39,151,134,12,0,12,164
2020-3,Swiss,105,-91.42156863,0.125753021,6,50,12,4,7,8,35,52,18,60,4,0,14,27
2020-3,Portugal,61,-92.59708738,0.073056517,2,12,8,8,3,2,20,15,26,23,1,0,1,36
2020-3,Austria,96,-89.46212953,0.114974191,2,20,14,1,10,4,26,25,45,35,3,0,5,53
2020-3,Finland,144,-86.69131238,0.172461286,5,28,16,2,1,2,20,34,90,30,0,1,14,99
2020-3,Belgium,164,-88.28571429,0.196414242,9,42,16,10,13,5,58,37,69,62,6,2,8,86
2020-3,Croatia,84,-82.82208589,0.100602417,0,15,23,13,14,4,65,4,15,65,2,0,2,15
2020-3,Greece,199,-75.21793275,0.238331916,5,28,52,25,19,19,128,20,51,129,4,2,5,59
2020-3,Bulgaria,80,-82.41758242,0.095811826,0,21,9,10,6,2,38,10,32,40,0,0,8,32
2020-3,Denmark,114,-88.61138861,0.136531851,7,73,9,6,6,6,51,56,7,91,0,2,10,11
2020-3,Ireland,106,-85.35911602,0.126950669,2,25,32,7,6,4,54,22,30,29,5,0,1,71
2020-3,Europe others,538,-83.6969697,0.644334527,15,149,78,35,45,35,189,168,181,257,1,3,63,214
2020-3,Austrailia,760,-93.80249531,0.910212343,49,134,159,126,100,75,341,302,117,363,15,3,12,367
2020-3,New Zealand,275,-88.78008976,0.32935315,13,43,52,31,45,17,120,81,74,90,3,4,4,174
2020-3,Oceania others,50,-88.37209302,0.059882391,3,2,6,5,3,1,14,6,30,16,0,2,0,32
2020-3,South Africa,237,-74.92063492,0.283842533,1,96,59,13,11,8,72,116,49,29,0,0,0,208
2020-3,Africa others,946,-75.09215377,1.132974837,24,152,201,106,40,6,416,113,417,103,134,6,145,558
2020-3,Stateless,11,-80.70175439,0.013174126,0,0,1,2,2,3,7,1,3,7,0,0,0,4
2020-3,Overseas Korean,1615,-91.59947984,1.934201229,36,162,122,265,477,553,775,840,0,0,0,0,0,1615
2020-4,China,3935,-99.20223011,13.37752847,73,1165,978,761,650,232,2238,1621,76,522,71,0,1112,2230
2020-4,Japan,360,-99.87590144,1.223865375,60,87,49,71,30,23,165,155,40,58,53,2,49,198
2020-4,Taiwan,155,-99.8629192,0.526942036,6,38,33,14,10,4,52,53,50,48,8,0,12,87
2020-4,Hong Kong,35,-99.9540103,0.118986911,1,19,6,2,3,1,18,14,3,17,2,0,8,8
2020-4,Macao,1,-99.97679814,0.003399626,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2020-4,Phillipines,1130,-98.30139045,3.841577426,8,154,188,131,41,6,492,36,602,438,1,5,6,680
2020-4,Indonesia,1864,-94.06879435,6.336902941,12,434,388,173,29,14,948,102,814,572,2,5,83,1202
2020-4,Thailand,299,-99.57117861,1.016488186,3,101,95,39,6,3,111,136,52,107,1,7,5,179
2020-4,Vietnam,6597,-89.5565863,22.42733299,909,4769,545,139,122,48,3138,3394,65,420,5,7,5334,831
2020-4,India,210,-98.37624681,0.713921469,7,10,39,18,9,2,70,15,125,46,7,4,2,151
2020-4,Malaysia,152,-99.65238073,0.516743158,7,73,16,10,3,0,55,54,43,29,1,0,61,61
2020-4,Singapore,48,-99.79405329,0.16318205,1,7,10,6,5,5,22,12,14,17,5,3,3,20
2020-4,Mongolia,616,-91.87549459,2.094169641,87,336,156,30,6,1,257,359,0,60,2,5,359,190
2020-4,Uzbekistan,7,-99.90512334,0.023797382,2,3,1,0,0,1,3,4,0,1,0,0,1,5
2020-4,Myanmar,763,-89.50770077,2.593914669,3,225,198,40,4,0,443,27,293,41,1,0,33,688
2020-4,*GCC,25,-99.23430322,0.084990651,7,0,6,2,1,0,8,8,9,0,5,0,0,20
2020-4,Kazakhstan,15,-99.67518406,0.050994391,2,7,0,2,0,2,5,8,2,4,0,0,4,7
2020-4,Turkey,26,-99.07997169,0.088390277,2,1,2,3,0,0,5,3,18,2,1,0,0,23
2020-4,Cambodia,547,-89.72769953,1.859595445,3,344,177,17,5,1,435,112,0,17,4,0,3,523
2020-4,Sri Lanka,183,-87.61840325,0.622131566,1,56,95,22,3,0,174,3,6,29,0,0,2,152
2020-4,Bangladesh,11,-99.16540212,0.037395886,0,0,0,1,1,0,2,0,9,2,0,0,0,9
2020-4,Pakistan,67,-94.49917898,0.227774945,3,14,25,10,1,0,49,4,14,6,4,0,11,46
2020-4,Israel,21,-99.05447996,0.071392147,3,2,3,0,1,1,4,6,11,1,2,2,0,16
2020-4,Iran,13,-95.63758389,0.044195139,0,0,11,1,0,0,8,4,1,0,2,0,6,5
2020-4,Asia others,36,-99.46761313,0.122386537,3,11,6,1,2,0,18,5,13,2,5,0,7,22
2020-4,USA,6417,-93.74097772,21.81540031,486,614,517,393,486,560,1581,1475,3361,1793,32,227,7,4358
2020-4,Canada,422,-98.02443706,1.434642189,18,120,67,42,48,51,185,161,76,135,3,0,0,284
2020-4,Brazil,52,-97.64918626,0.176780554,4,7,9,5,1,0,11,15,26,8,2,0,3,39
2020-4,Mexico,55,-98.33232262,0.186979432,4,8,9,3,3,2,17,12,26,12,0,3,1,39
2020-4,America others,83,-98.12302126,0.282168961,1,9,6,1,0,2,10,9,64,11,1,1,2,68
2020-4,Russia,1223,-96.42449934,4.157742648,7,28,43,34,34,14,136,24,1063,128,4,1,5,1085
2020-4,UK,298,-98.21631651,1.01308856,26,48,43,30,28,10,115,70,113,136,5,0,0,157
2020-4,Germany,1033,-91.9754525,3.5118137,8,16,15,11,12,4,43,23,967,30,9,2,4,988
2020-4,France,280,-97.58953168,0.951895292,8,46,44,24,9,2,100,33,147,100,8,3,7,162
2020-4,Italy,55,-98.74457886,0.186979432,1,5,7,5,2,1,13,8,34,11,5,1,2,36
2020-4,Netherland,385,-90.58449499,1.308856026,0,3,8,2,6,4,19,4,362,9,3,2,1,370
2020-4,Ukraine,116,-95.49339549,0.394356621,3,20,20,12,11,1,61,6,49,60,0,4,0,52
2020-4,Spain,31,-98.84241972,0.105388407,2,4,4,5,2,2,11,8,12,11,1,0,1,18
2020-4,Romania,82,-93.80196523,0.278769335,0,8,10,7,14,1,39,1,42,40,0,0,0,42
2020-4,Norway,35,-97.64942915,0.118986911,5,6,10,4,1,1,21,6,8,6,5,0,0,24
2020-4,Sweden,35,-98.40036563,0.118986911,5,5,5,3,1,3,7,15,13,7,3,2,0,23
2020-4,Poland,83,-96.39287266,0.282168961,0,7,4,7,1,1,15,5,63,14,1,0,1,67
2020-4,Swiss,33,-98.52415027,0.112187659,4,10,2,1,5,2,7,17,9,18,1,0,2,12
2020-4,Portugal,26,-97.81879195,0.088390277,0,3,4,4,2,0,10,3,13,1,1,0,0,24
2020-4,Austria,68,-94.03508772,0.231174571,0,1,1,0,0,0,2,0,66,1,0,0,1,66
2020-4,Finland,35,-97.25490196,0.118986911,0,2,3,0,1,0,5,1,29,5,1,0,0,29
2020-4,Belgium,57,-96.17449664,0.193778684,1,6,3,2,1,1,10,4,43,7,3,0,0,47
2020-4,Croatia,22,-96.19377163,0.074791773,0,4,6,4,0,0,13,1,8,14,0,0,0,8
2020-4,Greece,76,-90.47619048,0.258371579,0,8,17,11,3,6,43,2,31,30,6,0,0,40
2020-4,Bulgaria,43,-94.20485175,0.14618392,0,4,4,9,5,2,24,0,19,24,0,0,0,19
2020-4,Denmark,27,-98.05335256,0.091789903,0,3,5,2,2,0,8,4,15,5,1,0,0,21
2020-4,Ireland,22,-97.76876268,0.074791773,1,6,2,2,0,0,10,1,11,5,0,1,0,16
2020-4,Europe others,70,-98.38449111,0.237973823,0,13,3,2,3,0,12,9,49,14,1,0,1,54
2020-4,Austrailia,124,-99.37807202,0.421553629,8,19,14,20,18,6,44,41,39,28,0,4,0,92
2020-4,New Zealand,98,-97.42240926,0.333163352,2,15,9,12,13,13,42,22,34,19,0,5,0,74
2020-4,Oceania others,13,-97.23991507,0.044195139,0,0,0,0,0,0,0,0,13,0,0,0,0,13
2020-4,South Africa,22,-98.10181191,0.074791773,0,1,4,0,0,0,3,2,17,2,0,0,0,20
2020-4,Africa others,177,-95.41213064,0.601733809,3,9,16,6,2,0,30,6,141,11,5,0,11,150
2020-4,Stateless,3,-95.3125,0.010198878,0,0,0,0,0,0,0,0,3,0,0,0,0,3
2020-4,Overseas Korean,698,-96.54010112,2.372938977,13,73,72,102,176,262,287,411,0,0,0,0,0,698
